1003	2018	1	3052	0	0	0	0	0
1008	2018	1	3053	0	0	0	0	0
1013	2018	1	3054	0	0	0	0	0
1003	2023	1	3067	0	0	0	0	0
1008	2023	1	3068	0	0	0	0	0
1013	2023	1	3069	0	0	0	0	0
1003	2028	1	3082	0	0	0	0	0
1008	2028	1	3083	0	0	0	0	0
1013	2028	1	3084	0	0	0	0	0
1004	2004	1	3010	0	0	0	0	0
1009	2004	1	3011	0	0	0	0	0
1014	2004	1	3012	0	0	0	0	0
1004	2009	1	3025	0	0	0	0	0
1009	2009	1	3026	0	0	0	0	0
1014	2009	1	3027	0	0	0	0	0
1004	2014	1	3040	0	0	0	0	0
1009	2014	1	3041	0	0	0	0	0
1014	2014	1	3042	0	0	0	0	0
1004	2019	1	3055	0	0	0	0	0
1009	2019	1	3056	0	0	0	0	0
1014	2019	1	3057	0	0	0	0	0
1004	2024	1	3070	0	0	0	0	0
1009	2024	1	3071	0	0	0	0	0
1014	2024	1	3072	0	0	0	0	0
1004	2029	1	3085	0	0	0	0	0
1009	2029	1	3086	0	0	0	0	0
1014	2029	1	3087	0	0	0	0	0
1005	2005	1	3013	0	0	0	0	0
1010	2005	1	3014	0	0	0	0	0
1015	2005	1	3015	0	0	0	0	0
1005	2010	1	3028	0	0	0	0	0
1010	2010	1	3029	0	0	0	0	0
1015	2010	1	3030	0	0	0	0	0
1005	2015	1	3043	0	0	0	0	0
1010	2015	1	3044	0	0	0	0	0
1015	2015	1	3045	0	0	0	0	0
1005	2020	1	3058	0	0	0	0	0
1010	2020	1	3059	0	0	0	0	0
1015	2020	1	3060	0	0	0	0	0
1005	2025	1	3073	0	0	0	0	0
1010	2025	1	3074	0	0	0	0	0
1015	2025	1	3075	0	0	0	0	0
1005	2030	1	3088	0	0	0	0	0
1010	2030	1	3089	0	0	0	0	0
1015	2030	1	3090	0	0	0	0	0
1001	1006	3	1002	1007	1012	0	0	0
1001	1011	3	1002	1007	1012	0	0	0
1006	1011	3	1002	1007	1012	0	0	0
1002	1007	3	1003	1008	1013	0	0	0
1002	1012	3	1003	1008	1013	0	0	0
1007	1012	3	1003	1008	1013	0	0	0
1003	1008	3	1004	1009	1014	0	0	0
1003	1013	3	1004	1009	1014	0	0	0
1008	1013	3	1004	1009	1014	0	0	0
1004	1009	3	1005	1010	1015	0	0	0
1004	1014	3	1005	1010	1015	0	0	0
1009	1014	3	1005	1010	1015	0	0	0
2001	2006	6	2002	2007	2012	2017	2022	2027
2001	2011	6	2002	2007	2012	2017	2022	2027
2001	2016	6	2002	2007	2012	2017	2022	2027
2001	2021	6	2002	2007	2012	2017	2022	2027
2001	2026	6	2002	2007	2012	2017	2022	2027
2006	2011	6	2002	2007	2012	2017	2022	2027
2006	2016	6	2002	2007	2012	2017	2022	2027
2006	2021	6	2002	2007	2012	2017	2022	2027
2006	2026	6	2002	2007	2012	2017	2022	2027
2011	2016	6	2002	2007	2012	2017	2022	2027
2011	2021	6	2002	2007	2012	2017	2022	2027
2011	2026	6	2002	2007	2012	2017	2022	2027
2016	2021	6	2002	2007	2012	2017	2022	2027
2016	2026	6	2002	2007	2012	2017	2022	2027
2021	2026	6	2002	2007	2012	2017	2022	2027
2002	2007	6	2003	2008	2013	2018	2023	2028
2002	2012	6	2003	2008	2013	2018	2023	2028
2002	2017	6	2003	2008	2013	2018	2023	2028
2002	2022	6	2003	2008	2013	2018	2023	2028
2002	2027	6	2003	2008	2013	2018	2023	2028
2007	2012	6	2003	2008	2013	2018	2023	2028
2007	2017	6	2003	2008	2013	2018	2023	2028
2007	2022	6	2003	2008	2013	2018	2023	2028
2007	2027	6	2003	2008	2013	2018	2023	2028
2012	2017	6	2003	2008	2013	2018	2023	2028
2012	2022	6	2003	2008	2013	2018	2023	2028
2012	2027	6	2003	2008	2013	2018	2023	2028
2017	2022	6	2003	2008	2013	2018	2023	2028
2017	2027	6	2003	2008	2013	2018	2023	2028
2022	2027	6	2003	2008	2013	2018	2023	2028
2003	2008	6	2004	2009	2014	2019	2024	2029
2003	2013	6	2004	2009	2014	2019	2024	2029
2003	2018	6	2004	2009	2014	2019	2024	2029
2003	2023	6	2004	2009	2014	2019	2024	2029
2003	2028	6	2004	2009	2014	2019	2024	2029
2008	2013	6	2004	2009	2014	2019	2024	2029
2008	2018	6	2004	2009	2014	2019	2024	2029
2008	2023	6	2004	2009	2014	2019	2024	2029
2008	2028	6	2004	2009	2014	2019	2024	2029
2013	2018	6	2004	2009	2014	2019	2024	2029
2013	2023	6	2004	2009	2014	2019	2024	2029
2013	2028	6	2004	2009	2014	2019	2024	2029
2018	2023	6	2004	2009	2014	2019	2024	2029
2018	2028	6	2004	2009	2014	2019	2024	2029
2023	2028	6	2004	2009	2014	2019	2024	2029
2004	2009	6	2005	2010	2015	2020	2025	2030
2004	2014	6	2005	2010	2015	2020	2025	2030
2004	2019	6	2005	2010	2015	2020	2025	2030
2004	2024	6	2005	2010	2015	2020	2025	2030
2004	2029	6	2005	2010	2015	2020	2025	2030
2009	2014	6	2005	2010	2015	2020	2025	2030
2009	2019	6	2005	2010	2015	2020	2025	2030
2009	2024	6	2005	2010	2015	2020	2025	2030
2009	2029	6	2005	2010	2015	2020	2025	2030
2014	2019	6	2005	2010	2015	2020	2025	2030
2014	2024	6	2005	2010	2015	2020	2025	2030
2014	2029	6	2005	2010	2015	2020	2025	2030
2019	2024	6	2005	2010	2015	2020	2025	2030
2019	2029	6	2005	2010	2015	2020	2025	2030
2024	2029	6	2005	2010	2015	2020	2025	2030
